,user_embed
0,"0.8047290671712565,0.6376511957111465,0.9937347770175681,0.9368863043480015,1.3358941251167014"
1,"0.9166152076609902,0.8452195438208381,0.9051497727493868,1.134073747595706,1.0699449631633526"
2,"0.9046640187380528,0.9302717090516481,0.8765027415053244,1.0961448206103388,1.0745307614611717"
3,"0.9838440692257183,0.7218810876550706,0.7322126848217851,1.0664683597451796,1.2599269543102807"
4,"0.9023047224916176,0.8297603815755777,0.9157033958857057,1.1362641921289331,1.0826781463135653"
5,"1.0328133521154457,1.0083216326227065,0.8176135181040037,0.9161949808604728,1.045820054144848"
6,"1.1384494482707526,1.0499133346653058,0.7220259297084862,0.8702523735098135,1.0061808131218988"
7,"1.1195974769539707,0.9936060431895869,0.6982205616533923,0.9320612151916693,1.0469479175106402"
8,"1.0673862652922324,0.9947405466496305,0.9535855842213229,0.8795772264229121,0.9454823233249514"
9,"0.9027188068899094,0.9407764930592021,0.8155291500915104,1.122967117936422,1.0120150725813601"
10,"0.9957086784346615,0.9698004017068307,0.8920464786396337,1.0180072753563572,0.9630139585512516"
11,"0.8917326583934087,0.9539684673071491,0.7982801174333197,1.1446086866197072,1.0054972761169354"
12,"0.8249781174349613,0.728415655572408,1.1515360570860311,1.0364210579106703,0.9850287304368314"
13,"0.8821160396925409,0.8459361487301627,0.9465741811040752,1.078711185773757,1.0434504557313762"
14,"0.7828776934594167,0.7210179191485346,1.1507074728527067,1.0700143004054838,0.9923315651821383"
15,"0.833723660854514,0.718546705309755,1.1704323903209473,1.0057641965834454,0.9958915259841394"
16,"0.8252338363521293,0.7337951879404849,1.149908586091513,1.0358651940327035,0.9835642222833519"
17,"1.0588343496804884,0.698220857282199,1.03979847043369,1.1455576310184894,0.8773811513245557"
18,"0.9795288276536054,0.703495680879514,1.0886515314974432,1.1631862085131117,0.8774074974386188"
19,"0.8641193681803991,0.810760664415469,1.1039535108420262,1.1621754845087617,0.907989287363464"
20,"0.9818634258838906,0.703906952363968,1.0870560233861213,1.1622607146454986,0.8790176963905011"
21,"1.414076103655237,0.42855949062684084,1.179645283055498,0.2542644479574378,1.0657020440555545"
22,"0.6870258053888066,1.4790548173894995,1.0676834305324676,1.0134753139433963,0.11512754886330796"
23,"1.086729951910387,0.6177742267483454,0.5924060028366209,1.0959256425161408,1.1913277981980448"
24,"1.051712115560039,0.6358382698656355,0.5827772448749845,1.1158961515302455,1.1993668011814476"
25,"0.8903468369225661,1.0020087293134026,0.8376082533161205,1.0579884096468628,1.089869317569466"
26,"0.8932655511729949,1.0140517197686016,0.8302970135965849,1.0346262623707847,1.1048901512503353"
27,"0.8727480179498821,0.9219368466997918,0.9755867368662461,1.1147128779939104,1.0108699256286904"
28,"0.8903183437503016,1.0017719420569693,0.8379023433412598,1.0580705359183742,1.0897096921358354"
29,"0.8925994474915733,1.0136382099968415,0.8283128674402754,1.038723076679629,1.1030546225777698"
30,"0.8925034074443374,1.01706535195889,0.847632815115353,1.0303353612679118,1.0930790398890116"
31,"0.8940852169713985,1.0502883865658716,0.7898211298308027,0.9943395126578618,1.135920934842033"
32,"0.8930267964354246,1.0276007064994266,0.80972377470598,1.0280722105175155,1.1137146296503795"
33,"0.9002778208826469,1.0467148771733696,0.8005130314661197,0.9685982565861375,1.1484511609996115"
34,"0.897639634687914,1.049500977277109,0.7907708907326477,0.9900565177279919,1.1366891771910828"
35,"1.0573987985352127,0.9850170047395764,0.7888228441273475,0.9293953147551696,1.1119961352611025"
36,"0.8761830657467693,0.758611673330512,1.203314362666318,0.8483665024614974,1.1068364476145578"
37,"0.9031411826513939,0.7456079374641664,1.1884078847895392,0.8464744045897251,1.1111139320633543"
38,"1.0429138920677805,0.7923640460582858,1.0971392313397252,0.8760211727855839,1.0349401242803873"
39,"0.7936227650226135,1.0027496099037765,1.135064139562158,1.134177041770914,0.7940476945565844"
40,"0.8121207075466421,1.0387868257833612,1.0799305473192309,1.1053006322628112,0.8400671671652553"
41,"0.8129488750214077,1.0403996747925035,1.0794414944377666,1.1044729216420446,0.8393224767404425"
42,"0.8089175710621235,1.0405261430925699,1.0802918697957573,1.1043117448899542,0.8425829290181996"
43,"0.8978029763039126,1.0322419282447761,1.0165788529600168,1.069255827692678,0.8892185032561619"
44,"0.9090743748627389,0.9132626710876552,0.7980002232753918,1.0854040937799099,1.0786425112511469"
45,"1.219714270001906,0.8377399788228835,0.9496896995405024,0.9091477156367911,0.9166216610888736"
46,"0.9817094224322015,1.0086950941570951,0.9507639987115463,0.9984488484908134,0.9724081561827064"
47,"0.9337211755034431,1.0017733385212746,1.0085350249914364,1.0168729044174836,0.9470588566945429"
48,"0.9335402617212155,1.0008667986991597,1.0088454674791756,1.0156867376141172,0.9494371847262599"
49,"0.9323887093451125,1.004316106021826,1.0107517028614181,1.0156135554011156,0.945225046868408"
50,"0.9561038087740352,1.0073250971056682,0.9807118045891347,1.0107825639856682,0.9495299174232388"
51,"0.9358528421821959,1.0023131855562146,1.0054161898425,1.0148969947363187,0.9479097357840005"
52,"0.9354445687554325,1.00172149979104,1.0090024645984323,1.0133069720063415,0.9471413692658915"
53,"0.9342843501343254,1.0021133194743714,1.005999469831946,1.0152494681631472,0.9492546309065283"
54,"0.9354333232454958,1.0036235559036066,1.0091448524695306,1.014345781364244,0.9444122400909749"
55,"0.8888062894540429,1.0597268545833864,1.03343620796063,1.0679754860308381,0.8486699236847793"
56,"1.2914053238952068,1.2103863910990964,0.6363881931870193,0.18318799297609623,1.1483415263465035"
57,"0.9821999509469896,1.115251728392299,1.005059095194768,1.1857699147202994,0.5416884407685353"
58,"0.9778015324286864,1.1144853562665618,1.009351681109941,1.1860082172311546,0.5426174412361313"
59,"0.9785765252908719,1.117606904573287,1.0100139502883712,1.1825853741426458,0.5409021782664001"
60,"0.9776350197382238,1.1510193097500043,1.0543968022652506,1.0881797347133546,0.5936741486771461"
61,"0.9787060782068411,1.118183528856333,1.0083415085679843,1.1809374276229747,0.5462087516102629"
62,"0.9771023327165258,1.1169589529367139,1.0097723295085455,1.184335907388343,0.5416603232674152"
63,"1.1375160480332258,1.0064250207877121,0.8250259347056542,0.8791031227335652,1.0169934987580618"
64,"1.1370498330030523,1.0101493941166,0.8298498236831405,0.8801392888590087,1.0085046920874015"
65,"1.0400262383751686,0.8360400490515443,0.8767201729279593,1.020185265957988,0.9364159819688775"
66,"0.884675227910275,0.7063598243268723,0.8397438631058638,1.6230815266761784,0.488724149458801"
67,"0.8847769503822719,0.7093334309158986,0.8407779368688861,1.6202357985713651,0.49188585958589537"
68,"0.8828019382510434,0.7100053126476332,0.8391577297440167,1.621442045351339,0.49325955221166895"
69,"0.8826561335384938,0.7060469131689976,0.8409121797247899,1.6234033310364215,0.48974739804269585"
70,"0.8501051537280007,0.9673276150496908,0.9993726553605885,1.0234064710704187,1.0847218688580103"
71,"1.0099628756569132,1.016362846665157,1.0438232785023955,0.8089372682876341,0.948225710554931"
72,"0.9953442316493536,1.0132503538429656,1.0377154472558463,0.8081646114420787,0.9726521060743937"
73,"1.0528298799011802,0.9929139424829745,1.043294373424321,0.8349118868497448,0.905527021213551"
74,"1.0872548617862505,0.9713775694672923,1.0323298313371319,0.8599734696165303,0.8763556103808806"
75,"1.131471805341767,0.9180423996495545,1.1381901143022928,0.8341756681531369,0.7828572112646537"
76,"1.026606235301818,1.0162433923580299,0.8598008520837482,1.001909688303074,0.9792157482424012"
77,"1.066612272743482,0.9749540931762729,0.9987000061683036,0.8961501858284733,0.9039236890588531"
78,"0.9816659128475858,1.147412390789053,1.2901382763815532,0.7659940753277351,0.5371754473806518"
79,"0.9540156339688513,1.0850326258217922,1.069140142989223,0.6523301741469195,1.0849519064573734"
80,"0.9537018648771984,1.0854602997288898,1.0721358296292098,0.6520502538229477,1.0820978605086233"
81,"0.9528357621324755,1.086992577599054,1.069118924171151,0.6522894039612982,1.0843696405588779"
82,"0.954350011053983,1.0870953956323077,1.0696747340627848,0.6516451242561848,1.082878570125121"
83,"0.9803362767817378,1.0487239120211405,1.1102906105583408,0.7908967168452073,0.9682566789204797"
84,"1.006486756862209,1.0658028193076385,1.0467997306530568,0.7224128597557619,1.0325105669265016"
85,"0.8422237283515208,0.6812464496853697,0.9365784347666418,0.9789317110477119,1.3021128145741234"
86,"1.0283635489077358,0.97154452305195,0.9166421261450063,0.9768055587893534,0.9455323210233543"
87,"1.1832496247379314,0.8158926398510672,1.2795518334877922,0.7875437377964045,0.6301674809325234"
88,"0.9709415116435273,1.1830774846064014,1.1003498405041228,0.9757202924936377,0.6472799871540372"
89,"0.9575148273071536,1.3136239718406757,0.5526647228798505,1.158017831167889,0.6528201103238717"
90,"0.9437257085410747,0.8935411796517119,0.8668798653135285,1.0672917504356392,1.1066848678599834"
91,"1.0452807072606507,1.0127539371139702,0.8757035096966608,0.9672313157328084,0.999106897491942"
92,"1.043321115392415,1.014398937511065,0.8783532546339563,0.9654702292916254,0.998928754216068"
93,"1.0442946471633447,1.0167279257767539,0.8743562180716057,0.9642852744499164,1.0002675192802328"
94,"1.0367282997547709,1.0106423801563256,0.880378547310088,0.9711984638538522,1.0026251091819731"
95,"1.0368427032219525,1.0106981599188067,0.880295573584731,0.9711415949232942,1.002622793152683"
96,"1.0368694443292588,1.010711142973816,0.8802870427889695,0.9711444903064049,1.0026527996115588"
97,"1.047519989481276,1.0136009812701476,0.8744751494893708,0.9653825718484151,0.9993819224634053"
98,"1.023661212884195,0.9977161959383871,0.861057668880997,0.9754845958438303,1.0397571302658069"
99,"1.0365653573023512,1.0105252088737868,0.8803140086853626,0.9711337607759717,1.0025638192422193"
100,"1.036715418495945,1.0105747950215356,0.8802089469808506,0.9710687885098299,1.0025450681126014"
101,"1.0838843278468098,1.0166851486963913,0.863650044193648,0.9336345084235613,0.9850827426567621"
102,"1.132943038805326,1.0192113995925756,0.8340932793509219,0.8793922114418617,1.0008675302271663"
103,"1.1358045226737088,1.0180706145125893,0.8334179301494187,0.8794851442379015,0.9993788879355977"
104,"1.0841728069144496,1.056391018035584,0.960881889798707,0.8373713722485655,0.948148104141481"
105,"0.8386043970568207,0.8293040838296153,1.1072334611017074,1.1611420337174383,0.9121951050274543"
106,"0.8384400426558037,0.8290076017659082,1.1077703640066243,1.1612889517580454,0.9118102074441903"
107,"0.8321113859942318,0.819680240465775,1.1238399409457964,1.1672248870107136,0.8987821491470098"
108,"0.8277285671399764,0.8191932406999335,1.125680320582239,1.1671275844048856,0.9012970711856426"
109,"0.8383386384919378,0.8287368879609315,1.108223291963721,1.1615002606483793,0.9115413079596398"
110,"0.8383550369344688,0.8288263125126182,1.1082164069962768,1.161516375378717,0.9115889569934419"
111,"0.8383761520409485,0.8288639614726627,1.1082392074116798,1.1615362365576358,0.9116304745206392"
112,"0.8296965852753992,0.8226098405317448,1.1248037614285995,1.1651440026608613,0.9005258746613218"
113,"1.0522126982120223,1.118535018857926,0.9772956592487406,0.7628971376581847,0.9544327242857008"
114,"1.0512931170608797,1.1189713337761902,0.9794207372647832,0.7613135695876532,0.9538886287975418"
115,"0.6591680935075894,0.870452747724773,1.1527896456302233,0.9566144921026722,1.0386903701344807"
116,"0.6619926567197385,0.8900085599472239,1.1422294366820378,0.9681250128484917,1.019740309172363"
117,"0.4576785553689441,0.6589730016015076,1.5156731076832537,1.1293829218496512,0.7704095040409994"
118,"0.4575733090506265,0.6582949019145343,1.5196831505355084,1.12447843655888,0.7703199596252107"
119,"0.4607266738525361,0.6582386274115744,1.5193275318191963,1.1253653889801338,0.7678919812006224"
120,"0.8876166893679968,0.916958520227726,1.0016811549407667,1.0901840637414624,1.0303961152849717"
121,"0.8668120293757622,0.931548345262259,1.010568864673837,1.0500835903211332,1.0657617538732118"
122,"0.5902058902289681,0.46843210942224445,1.0954786746170722,0.8585529605765884,1.5378673555764886"
123,"1.2748946609353127,0.7175914203258437,0.26045481434003803,0.6241318804752485,1.533715639277296"
124,"0.7261595610220385,1.0512147250232888,0.9574946650942103,1.1056455206747287,1.076289446367705"
125,"0.7264230362642213,1.0472646246481978,0.9639237099513013,1.1061958335532063,1.0736650204002294"
126,"0.7297950291987377,1.0509275172781418,0.9607726409725216,1.1022733435061742,1.0746573285435228"
127,"0.7242553344987139,1.048959416564927,0.957502300421163,1.1073541687923016,1.0780133972244927"
128,"0.7259802168078971,1.0489046012084855,0.9595653167271117,1.1065925780770711,1.0758442242809074"
129,"0.7249935602047721,1.0519913044865932,0.9584651907455595,1.107275571017691,1.0737763977632517"
130,"0.7682721020866691,0.7641445932161625,1.3990503207156977,1.0850702792135587,0.7295276573863655"
131,"0.7579504741413039,0.7596081191385438,1.4110325839683209,1.065520753450044,0.750118936116473"
132,"1.2947023052604483,0.8780072988592457,1.1868794877629238,0.32940857366853293,0.9724511002013568"
133,"1.0921315618664829,1.0177133835954286,1.0020452699788969,0.8195647548212615,0.9533041441515242"
134,"1.5027161066745154,0.7208713943532643,0.6443083121200979,0.9113591305071507,0.8405254660855853"
135,"1.5003327633924273,0.7231404378513728,0.6421346491463359,0.9135070403772434,0.8421641607642134"
136,"0.9354343203519873,0.947983178765117,0.8713198528512219,1.0919028099754775,1.0404058463956152"
137,"0.5633040972390386,0.7191876124276858,1.3726627019627586,1.138015925372048,0.897882068841064"
138,"0.5684206879331916,0.7156450523992869,1.376464561480837,1.1371233241139778,0.8927841829715819"
139,"0.9843318076497898,1.0137258875362356,1.1369778599105087,0.895114033287784,0.8657172532107349"
140,"0.9834693576985717,1.015182632985306,1.136435152403793,0.8949862971951258,0.8659719352490477"
141,"0.9832633107745582,1.0107642122641776,1.1386188502788555,0.89834642248993,0.8652589978445816"
142,"0.9816434443343528,1.0127923515195913,1.1379288077018923,0.8972113650435712,0.8669030665571201"
143,"1.0327657605927163,0.9803251777326522,1.1293595681630957,0.8987928418053902,0.855689498361234"
144,"1.384786520473479,0.7885133478640128,1.200806496892963,0.7015427375312959,0.6975180794824153"
145,"0.9282084915893573,1.186486606057762,1.1680937836261784,0.7437792027993123,0.753367469507563"
146,"0.9282348532511727,1.1864508787463457,1.1681028216021512,0.743774427209058,0.7533843569610617"
147,"0.928233576312534,1.186464091752504,1.1680962218838866,0.7437912811684417,0.7533603540574983"
148,"0.9282213942312884,1.186470855664564,1.1680938088392117,0.7437769802474651,0.7533839308589749"
149,"0.9282339982154129,1.1864650949576578,1.168102107935289,0.7437805982185676,0.7533622938101985"
150,"0.9220541352370313,1.1853382218562283,1.171664470639433,0.7472184460398203,0.7538056318587878"
151,"1.042043077966422,1.0778647544905753,0.6390891271346583,0.9418222987008101,1.1278658506745751"
152,"1.0392065322840132,1.074900170141626,0.6418092216876579,0.9451831528732658,1.1290498438692123"
153,"1.0583282946574515,1.0813335419622583,0.6776346294946999,0.8962716056119626,1.1245433524968353"
154,"0.8423587559414693,1.1006540182589757,1.0517117129634352,1.1085094890632334,0.7605088618902744"
155,"0.841717995155082,1.1005048565270907,1.0567198433366303,1.1064249763068408,0.7578072566762275"
156,"0.8403112981481932,1.1045485379101718,1.0511533611114645,1.1085590613400567,0.7583504670970977"
157,"0.8894162961836855,0.7781873325089164,0.424607929818435,0.8446656129884896,1.6061057844998639"
158,"1.0466692531246602,1.0115652599609506,0.8725023349097175,0.9815878448514253,0.972897838262154"
159,"1.0453650788172213,1.0099033263780355,0.8747189217533626,0.9824202197016525,0.9733766343969423"
160,"1.084226090441473,1.0246719646220799,0.1569647891947443,1.1265869245798115,1.1097284584204243"
161,"0.6908832278264554,0.5833335654810975,1.4985410768075202,0.7992043098049214,1.0620774460919782"
162,"0.6743993804729114,1.2444460803337491,1.2577704176644622,0.8825258170397382,0.7587479187644379"
163,"0.15682157006172706,1.1295299455098915,1.1335616677942026,1.5144723287533124,0.2663514726622787"
164,"1.0714283358791459,1.0596270821881617,1.0038522521211624,0.9039874379397395,0.8456259296759193"
165,"1.0040469625186785,0.9777034576873399,0.8335971653177581,0.9813725611695711,1.0915209845843965"
166,"0.9461345298474383,0.9306620113369536,0.871830385853784,1.0466071912063015,1.089621229255778"
167,"0.9466485335192444,0.9331426660094725,0.8690484857214443,1.048319260009085,1.0874784114058957"
168,"0.9507055577866316,0.9337449725260003,0.868700839470299,1.0454593515455877,1.0862897247781382"
169,"1.058951446313007,1.0494673740347769,0.7568842196033393,0.8891292383116037,1.109419400173145"
170,"1.0446893950126794,1.0138837398132379,0.8033386363521956,0.9166491943902683,1.0975921133644935"
171,"1.0418576910379065,1.0136703101569846,0.8023455585556132,0.9187474799098537,1.0994197254552254"
172,"0.5457754699685395,1.7067941715272705,0.7838290935297352,0.873388201802711,0.6338292391532822"
173,"1.1508966976496475,1.0444139806455337,0.8650438056250476,1.2006768730290247,0.4058518144304963"
174,"1.0777038761732691,1.0881931405892218,0.7092986738580475,0.8408119980507512,1.1215900934169876"
175,"1.076837068820914,1.08762837584046,0.7077994911913159,0.8455834580522884,1.1202643407259356"
176,"1.0750277088769826,1.0904793809554,0.7146814423515329,0.8422847518151692,1.1174012408628204"
